,_id,Car_Name,OverAll_Rating,Price,Rating_Title,Reviews_Description,Review_Author,User_Rating,Review_Date
0,631cbeff162b49f160799797,Maruti Ertiga Tour ,4.0/5,Rs.10.41 Lakh,Good Looks,Good looks. Good mileage. Stylish. Very much under budget. The Colour variant is good. Good interior. Exterior good. ,s k singh,4.0,"May 10, 2022"
1,631cbf01162b49f160799798,Maruti Ertiga Tour ,4.0/5,Rs.10.41 Lakh,Good Car,Almost good for this car. Milages are good speed control and the most important thing. Maruti can think of better safety on this car.,amit sharma,3.5,"Apr 24, 2022"
2,631cbf02162b49f160799799,Maruti Ertiga Tour ,4.0/5,Rs.10.41 Lakh,Best Car In The Indian Market,"It's super smooth to drive. The second-row seating is comfortable too. But one needs to adjust the seats for seating in the 3rd row. But all said n done, it is a dream to drive in CNG and not to forget in Petrol mode too. And its pricing is too pocket efficient it is one of the values for money cars in the Indian market.",manjul verma,4.5,"Apr 15, 2022"
